id,title,description,price,area_m2,price_per_m2,region,district,ward,street,lat,lng,property_type,category,post_time,images
129512960,"Chính chủ gửi bán nhanh nhà 35m, nhỉnh 6 tỷ, gần hồ điều hòa Định công","HIẾM! Trong phân khúc tầm tiền có 1 không 2
👉NHÀ DÂN XÂY CHẮC CHẮN 4 TẦNG KCBT - NHÀ MẶT NGÕ THÔNG - 2 THOÁNG TRƯỚC SAU, CÓ THỂ KINH DOANH NHỎ, (ONLINE)
👉DT 35m, full công năng 
👉Giá nhỉnh 6.88tỷ
📕 Sổ đỏ sẵn giao dịch 
🌿Tiện ích xung quanh không thiếu thứ gì, chợ, trường học các cấp vài bước chân,
👉 50m ra hồ điều hoà lộng gió thoáng mát, tập thể thao
LH ngay Em Duyên xem nhà gặp chủ",6880000000,80,86000000.0,Hà Nội,Quận Hoàng Mai,Phường Định Công,Phố Định Công,20.983276,105.83594,,1020,1765096922000,4
129511936,"🇻🇳 CHUNG CƯ GIA THỤY -CĂN GÓC-86M2-3N+2WC-6,5TY(TL)","♥️ CĂN GÓC SIÊU ĐẸP TRUNG TÂM GIA THỤY ,LONG BIÊN.
♦️ Toạ lạc tại 562 Nguyễn Văn Cừ, vị trí trung tâm phường Gia Thụy. View trực diện trường tiểu học Giả Thụy, gần trường THCS Gia Thụy UBND phường , khu vực dân trí cao, an ninh tuyệt đối . 
⭐ Với DT 86m2, 3 ngủ + 2WC . Phòng khách rộng, ánh sáng thoáng, tự nhiên. Gia chủ ở rất có lộc, chuyển nhượng là trao tay Tài Lộc . Nội thất cơ bản đầy đủ chỉ việc xác valy về ở. 
📕 Sổ đỏ pháp lý chuẩn + giao dịch ngay 
🔥 Quý Anh Chị quan tâm nhanh tay bấm máy 24/7. Mr Tùng luôn lắng nghe luôn thấu hiểu những băn khoăn của Quý Anh, Chị",6500000000,81,80246913.58024691,Hà Nội,Quận Long Biên,Phường Gia Thụy,562 Nguyễn Văn Cừ,21.048956,105.886284,,1010,1765091942000,4
129533954,"Bán CCMN Đẹp Xịn- Sổ Hồng Từng Căn, Chính Kinh Nguyễn Trãi cạnh Royal","🩷 Bán CCMN Siêu Mới Thoáng Đẹp, Sổ Hồng Từng Căn Trao Tay. Full nội thất xịn decor

✅Ngay Ga Thượng Đình cạnh Royal City, Gần mặt phố chợ Lớn. Cạnh Đh KHTN, Ngã 4 Sở. Ngập tràn tiện ích

✅ Dt 50m 2ngủ 1wc 1ban công hướng Nam siêu thoáng đẹp có bàn trà

✅ Toà rất mới, căn hộ tầng trung 5/8, căn góc mẫu trong toà. Thang máy bảo vệ an ninh tốt

✅Full Nội Thất Xịn Xò đẹp như CC thương mại. Gia đình chỉ việc xách vali vào ở

✅ Sổ Hồng 2025 trao tay. Mua bán công chứng vi bằng nhanh gọn

🤝Giá thiện chí 2,xxxtr có tl gia lộc sâu

☎️Lh *** (zalo, mess,tiktok..) lấy video và mua gía chính chủ",2590000000,77,33636363.63636363,Hà Nội,Quận Thanh Xuân,Phường Nhân Chính,Phố Chính Kinh,21.000172,105.81107,,1010,1765097057000,12
129499139,"Ô TÔ 7 CHỖ NGỦ TRONG NHÀ,CÓ THỂ LÀM THANG MÁY-MẶT NGÕ OTO TRÁNH","Chủ nhà là Đại tá quân đội về hưu,đất phân lô cán bộ, pháp lý sạch,1 chủ từ khi xây đến nay.nhà có thể thiết kế thêm thang máy.
cơ hội hiếm có khó tìm.các bác ib e để xem nhà trực tiếp",19000000000,77,246753246.75324675,Hà Nội,Quận Thanh Xuân,Phường Khương Trung,Phố Tô Vĩnh Diện,20.999704,105.820984,,1020,1765093444000,7
129532419,"Nhà đẹp Bạch Mai, lô góc, gần phố, ngõ thông, full nội thất, SĐCC, 45m","- Cần bán nhà Bạch Mai, diện tích 45m2, 5 tầng, giá chào 7.77 tỷ (có thương lượng)

- Vị trí đẹp, gần phố, ngõ thông ra Bạch Mai, Trần Khát Chân, Võ Thị Sáu, Thanh Nhàn.

- Gần đại học Bách - Kinh - Xây, bệnh viện Bạch Mai, công viên Thống Nhất, Vincom Bà Triệu...tiện ích xung quanh không thiếu gì.

+ Nhà đẹp xây chắc chắn, thiết kế 5 tầng 4 ngủ, thoáng sáng...đầy đủ công năng.

- Sổ đỏ chính chủ, sẵn sàng giao dịch

📞 Liên hệ: Mr Thắng – *** để tư vấn & xem nhà miễn phí.",7770000000,76,102236842.10526316,Hà Nội,Quận Hai Bà Trưng,Phường Bạch Mai,Phố Bạch Mai,21.003136,105.850945,,1020,1765092574000,5
128297477,BÁN NHÀ NGUYỄN LƯƠNG BẰNG - 30M x3 TẦNG - VỊ TRÍ ĐẸP GIÁ TỐT,"CÁCH 50m ra mặt phố - Ngõ ba gác - Trc nha rộng 3m5 - Giá tốt

Nhà 3 tầng cũ, 2 ngủ sẵn, có thể sửa thành 3 ngủ. 

Sổ đỏ chính chủ sang tên ngay.",6700000000,75,89333333.33333333,Hà Nội,Quận Đống Đa,Phường Nam Đồng,Phố Nguyễn Lương Bằng,21.017927,105.829636,,1020,1765092660676,4
128613379,Cho thuê nhà 3tx60m2 Lĩnh Nam ô tô tải nhỏ đỗ cửa,"Cho thuê nhà 3tx60m2 Lĩnh Nam
Vị trí Ô tô tải nhỏ đỗ cửa gần Tam Trinh , Mai Động , Lĩnh Nam
Thiết kê Tầng 1 phòng khách bếp hai mặt ngõ
Tầng 2 Hai phòng ngủ
Tầng 3 Một phòng ngủ 
Giá 6 tr Thanh toán 3 cọc 2 
Liên hệ trực tiếp",6000000,80,75000.0,Hà Nội,Quận Hoàng Mai,Phường Lĩnh Nam,Đường Lĩnh Nam,20.979588,105.88912,,1020,1765091942000,3
129454594,Bán nhà tôn Thất tùng dt 30mx4 tầng. Giá 7.6 tỷ,"🔥 SIÊU PHẨM TÔN THẤT TÙNG – ĐỐNG ĐA
🚗 Ô TÔ ĐỖ CỔNG – GẦN PHỐ – GẦN ĐẠI HỌC Y🌟 NHÀ ĐẸP, 4 TẦNG - 3 NGỦ - FULL NỘI THẤT CAO CẤP - VỊ TRÍ ĐẸP - THOÁNG SÁNG, DÂN TRÍ CAO - AN SINH ĐỈNH - 10M RA Ô TO TRÁNH - KHU HIẾM NHÀ BÁN.

🏠 Kết cấu 4 tầng khung cột chắc chắn:
	•	Tầng 1: Phòng khách + bếp + WC
	•	Tầng 2: 1 ngủ + 1 WC
	•	Tầng 3: 1 ngủ + 1 WC
	•	Tầng 4: Phòng thờ + sân phơi + 1 WC
➡️ Phòng nào cũng có cửa sổ to, cực kỳ thoáng sáng 🌤️

📕Sổ đỏ chính chủ, 
☎️*** THU HƯƠNG BĐS Nhà Đẹp.",7600000000,75,101333333.33333333,Hà Nội,Quận Đống Đa,Phường Khương Thượng,Phố Tôn Thất Tùng,21.003115,105.83001,,1020,1765091937000,9
129505288,"Bán nhà riêng phố Nguyễn Đình Chiểu, Hai Bà Trưng 100m2, MT 8m, giá 25","Chính chủ bán nhà riêng phố Nguyễn Đình Chiểu quận Hai Bà Trưng thành phố Hà Nội 100m2, mặt tiền 8m, giá 25 tỷ. 
- Vị trí trung tâm quận Hai Bà Trưng giao thông tiện lợi Nguyễn Đình Chiểu, Đại Cồ Việt, tiếp giáp Công Viên Thống Nhất vị trí đắc địa vừa ở vừa kinh doanh cho thuê.
- Sổ đỏ chính chủ, đất vuông.
- Giá bán 25 tỷ. LH ***.",25000000000,76,328947368.42105263,Hà Nội,Quận Hai Bà Trưng,Phường Lê Đại Hành,Phố Nguyễn Đình Chiểu,21.015213,105.84721,,1020,1765092544000,3
129486855,Bán nhà phố Hồng Mai-Lô Góc-Ô tô tránh,"🔥 BÁN NHÀ LÔ GÓC –  CÁCH ĐƯỜNG LỚN CHỈ 10M – Ô TÔ TRÁNH – #BẠCHMAI _ Giá #6ty85 
Nhà 5 tầng x 3PN_ MT rộng hơn 3m, cực đẹp, thoáng 

💎 Vị trí vàng 
Nhà nằm ở lô góc thoáng sáng 2 mặt, cách đường lớn chỉ 10m, bước vài bước chân là ô tô tránh, giao thông cực kỳ thuận tiện. Khu vực dân trí cao, an ninh tốt

#SỔ #ĐỎ #CHÍNH #CHỦ",6850000000,76,90131578.94736843,Hà Nội,Quận Hai Bà Trưng,Phường Bạch Mai,Phố Hồng Mai,20.998636,105.85159,,1020,1765089844122,4
129509389,CUỐI NĂM CẦN THANH KHOẢN GẤP TRẢ NỢ NH 100M2 BÌNH YÊN GIÁP ĐƯỜNG TL420,"- SẴN SỔ, PHÁP LÝ RÕ RÀNG
- CÁCH TL 420 CHỈ 20M
- ĐỐI DIỆN TRƯỜNG MẦM NON
- Ô TÔ ĐỖ TẬN CỬA, MT 5M, NỞ HẬU
LIÊN HỆ EM MAI ANH: ***",4000000000,91,43956043.95604396,Hà Nội,Huyện Thạch Thất,Xã Bình Yên,Đường tỉnh 420,21.038223,105.547,,1040,1765092064000,3
129522704,🔥SIÊU PHẨM GIÁ CHỈ HƠN 5 TỶ VẠN PHÚC - HÀ ĐÔNG,"PHÂN LÔ THẲNG – NHÀ MỚI 5 TẦNG – 3PN – CÁCH Ô TÔ 20M 🚗
Nhà xây mới, full nội thất hiện đại, vào ở ngay.
T1: Khách + bếp
T2-3-4: mỗi tầng 1 ngủ + 1 WC. 
T5: phòng thờ + sân phơi.
Sổ đỏ vuông vắn, pháp lý rõ ràng, sẵn sàng giao dịch.
Chủ thiện chí bán – xem nhà 24/24.",5450000000,86,63372093.02325582,Hà Nội,Quận Hà Đông,Phường Vạn Phúc,Đường Ngô Quyền,20.970825,105.766594,,1020,1765094824000,4
129512467,🧏 Hàng Mới nhờ anh em kết nối- Xâm Thị - Hồng Vân - Đang Sôi Động Rực,"🧏 Hàng Mới nhờ anh em kết nối- Xâm Thị - Hồng Vân - Đang Sôi Động Rực Rỡ

☘️ DT: 61m mặt tiền = hậu 4,5 m 

 🔸 vài bước lên đường vành đai 4 - cầu Mễ sở khu tái định cư hồng vân, chợ hồng vân 

🌈Đường 2,5 m- Ô Tô Vào

🏖 20M Ra Trục Chính Xâm Thi - khu vực đang phát triển từng ngày đường trên cao cầu mễ Sở đang thi công  giao thông thuận lợi cách hoàng mai chỉ 15 km giá đất khu vực đang tăng từng ngày",3600000000,93,38709677.41935484,Hà Nội,Huyện Thường Tín,Xã Hồng Vân,Xâm Thị,20.877398,105.9083,,1020,1765093621000,3
