id,title,description,price,price_million,area_m2,price_per_m2,region,district,ward,street,lat,lng,property_type,category,post_time,images_count,crawled_at
129511936,"🇻🇳 CHUNG CƯ GIA THỤY -CĂN GÓC-86M2-3N+2WC-6,5TY(TL)","♥️ CĂN GÓC SIÊU ĐẸP TRUNG TÂM GIA THỤY ,LONG BIÊN.
♦️ Toạ lạc tại 562 Nguyễn Văn Cừ, vị trí trung tâm phường Gia Thụy. View trực diện trường tiểu học Giả Thụy, gần trường THCS Gia Thụy UBND phường , khu vực dân trí cao, an ninh tuyệt đối . 
⭐ Với DT 86m2, 3 ngủ + 2WC . Phòng khách rộng, ánh sáng thoáng, tự nhiên. Gia chủ ở rất có lộc, chuyển nhượng là trao tay Tài Lộc . Nội thất cơ bản đầy đủ chỉ việc xác valy về ở. 
📕 Sổ đỏ pháp lý chuẩn + giao dịch ngay 
🔥 Quý Anh Chị quan tâm nhanh tay bấm máy 24/7. Mr Tùng luôn lắng nghe luôn thấu hiểu những băn khoăn của Quý Anh, Chị",6500000000,6500.0,81,80246913.58024691,Hà Nội,Quận Long Biên,Phường Gia Thụy,562 Nguyễn Văn Cừ,21.048956,105.886284,,1010,1765075380000,,2025-12-07T06:28:25.441410+00:00
129114625,"Cho thuê nhà ngõ 345 Khương Trung, Thanh Xuân.","Cho thuê nhà ngõ 345 Khương Trung, Thanh Xuân.
- Diện tích 35m2*4 tầng, 2 phòng ngủ 3wc full đồ
-  Nhà đầy đủ nội thất: tủ lạnh, máy giặt, máy sấy, máy rửa bát, cây nước nóng lạnh, 2 giường, tủ, bàn làm việc, 3 điều hòa hai chiều, bình nóng lạnh, hệ tủ 3 tầng.
- Giá thuê: 11 triệu/tháng.
Liên hệ",11000000,11.0,77,142857.14285714287,Hà Nội,Quận Thanh Xuân,Phường Hạ Đình,Phố Khương Trung,20.992592,105.81717,,1020,1765074449000,,2025-12-07T06:28:25.441410+00:00
129499139,"Ô TÔ 7 CHỖ NGỦ TRONG NHÀ,CÓ THỂ LÀM THANG MÁY-MẶT NGÕ OTO TRÁNH","Chủ nhà là Đại tá quân đội về hưu,đất phân lô cán bộ, pháp lý sạch,1 chủ từ khi xây đến nay.nhà có thể thiết kế thêm thang máy.
cơ hội hiếm có khó tìm.các bác ib e để xem nhà trực tiếp",19000000000,19000.0,77,246753246.75324675,Hà Nội,Quận Thanh Xuân,Phường Khương Trung,Phố Tô Vĩnh Diện,20.999704,105.820984,,1020,1765073880000,,2025-12-07T06:28:25.441410+00:00
129528836,CHO THUÊ CĂN HỘ 1N1K SIÊU RỘNG ĐẦY ĐỦ NỘI THẤT NGAY QUẬN CẦU GIẤY,"✅Điểm nổi bật:
- Căn hộ thiết kế thoáng – sáng, đầy đủ nội thất: giường, tủ, điều hòa, bếp, máy giặt… chỉ việc xách vali vào ở
- Khu vực an ninh tốt, dân trí cao
- Ban công thoáng, không gian cực kỳ dễ chịu
📍 Vị trí đắc địa – gần hàng loạt tiện ích lớn:
✅Cách các trung tâm thương mại lớn chỉ vài phút di chuyển:
- Indochina Plaza
- Vincom Phạm Văn Đồng
- Goldmark City
✅Gần nhiều trường đại học lớn:
- ĐH Ngoại Ngữ – ĐH Quốc Gia
- ĐH Thương Mại
- HV Báo Chí & Tuyên Truyền
- ĐH Sư Phạm Hà Nội
👉 Thuận tiện đi lại Cầu Giấy – Mỹ Đình – Xuân Thủy – Hồ Tùng Mậu",7000000,7.0,79,88607.59493670886,Hà Nội,Quận Cầu Giấy,Phường Mai Dịch,Phố Mai Dịch,21.043419,105.77536,,1010,1765082067000,,2025-12-07T06:28:25.441410+00:00
129500679,Bán Nhà Bằng B Hoàng Liệt DT36m 5T Ngõ Rộng 2 Mặt Thoáng 10m Ra Ô Tô,"SIÊU PHẨM BẰNG B - HOÀNG LIỆT 
💥 Anh Hội hàng xóm gửi bán hộ căn nhà tự xây thiết kế - Dt 36m- 5 tầng - 4 ngủ - 2 Thoáng vĩnh viễn - Ngõ Thông Gần Ô tô  - bãi gửi ô tô cách 30m - Kinh doanh nhỏ : Giá chỉ 7,45 tỷ 💥
 
✅Vị trí khu dân cư sầm uất , gần trường chợ  , cấp 1,2 ,3 Linh Đàm 
✅Tiện ích kđt Linh Đàm 500m bến xe nước ngầm giao thông thuận tiện.

📕Sổ vuông vắn , pháp lý chuẩn 
☎️Lh Zalo e điệp *** gặp chính chủ  xem nhà 24/7",7450000000,7450.0,80,93125000.0,Hà Nội,Quận Hoàng Mai,Phường Hoàng Liệt,Phố Bằng B,20.957077,105.82676,,1020,1765084373000,,2025-12-07T06:28:25.441410+00:00
128286727,HOT ĐẤT SÓC SƠN 130M-ĐƯỜNG 3 ÔTÔ TRÁNH-GẦN TRƯỜNG HỌC-ĐƯỜNG LIÊNXÃ,"ĐẤT MINH PHÚ SÓC SƠN-ĐƯỜNG 3 Ô TÔ TRÁNH-GẦN TRƯỜNG HỌC- VÀI CHỤC MÉT RA ĐƯỜNG TĂNG ĐANG MỞ ĐƯỜNG RỘNG 40M - UỶ BAN XÃ CÁCH KHÔNG XA  XUNG QUANH TIỆN ÍCH GẦN CHỢ VÀ HOMSTAY VILLA 

+ full đất ở , đất nở hậu 
+ đường to ô tô tải tránh nhau 
+ vị trí siêu thuận lợi để đầu tư sinh lời 
+ xây nhà lên làm sân vườn thoải mái , để xe  thoải mái

LH : em kiên để đi xem trực tiếp lô đất tiềm năng sinh lời cao này nhé ạ",3400000000,3400.0,83,40963855.421686746,Hà Nội,Huyện Sóc Sơn,Xã Minh Phú,phú thịnh,21.27536,105.7762,,1040,1765081387000,,2025-12-07T06:28:25.441410+00:00
127736328,Tôi cần bán căn nhà chính chủ 35 ngõ 42 thông phong Đống Đa,"Cần bán căn nhà của bố mẹ cho nhưng không có nhu cầu ở cần vốn làm ăn  . căn nhà ở dc 35 ngõ 42 thông phong trung tâm Đống Đa khu vực hiếm nhà bán .                                                               - dt sổ 41m tầng 2 đua 45m x 4 tầng mt 4m . cầu thang giữa tầng chia 2 phòng tổng 6 ngủ 1 sân . khung cột bê tông chắc chắn lên thêm tầng thoải mái . Nhà đã sửa sang đẹp nội thất cơ bản đầy đủ có thể ở ngay . Sổ cất két gd ngay.(không tranh chấp , quy hoạch).                                               - Vị trí đẹp cách 20m ra đg ô tô tránh ngõ 2m ba gác đỗ cửa . rất gần trung tâm , bệnh viện, trường , chợ . 
-Nhà bán giá 8,95t co tl mọi người ai có nhu cầu có thể trực tiếp qua khảo sát vị trí trc nếu ưng lh tôi chính chủ hoàng *** . ( miễn tg báo mạng )",8950000000,8950.0,75,119333333.33333331,Hà Nội,Quận Đống Đa,Phường Quốc Tử Giám,Ngõ Thông Phong,21.026098,105.83387,,1020,1765080149000,,2025-12-07T06:28:25.441410+00:00
129505288,"Bán nhà riêng phố Nguyễn Đình Chiểu, Hai Bà Trưng 100m2, MT 8m, giá 25","Chính chủ bán nhà riêng phố Nguyễn Đình Chiểu quận Hai Bà Trưng thành phố Hà Nội 100m2, mặt tiền 8m, giá 25 tỷ. 
- Vị trí trung tâm quận Hai Bà Trưng giao thông tiện lợi Nguyễn Đình Chiểu, Đại Cồ Việt, tiếp giáp Công Viên Thống Nhất vị trí đắc địa vừa ở vừa kinh doanh cho thuê.
- Sổ đỏ chính chủ, đất vuông.
- Giá bán 25 tỷ. LH ***.",25000000000,25000.0,76,328947368.42105263,Hà Nội,Quận Hai Bà Trưng,Phường Lê Đại Hành,Phố Nguyễn Đình Chiểu,21.015213,105.84721,,1020,1765071302000,,2025-12-07T06:28:25.441410+00:00
129491979,CHÍNH CHỦ CẦN BÁN GẤP – CĂN HỘ 2NGỦ 2VS TẠI GEMEK 1 AN KHÁNH CĂN GÓC,"Diện tích: 82m² sử dụng
 Ban công: Đông Bắc, thoáng mát
Thiết kế: 2 phòng ngủ ,2 vệ sinh
 Nội thất: Full như hình, đẹp , mới ,chỉ việc vào ở
 Phòng Khách có Điều Hoà âm trần, PN 2 điều hoà 2 chiều, 2 Nóng Lạnh…
✅Gia đình đang có công việc nên cần bán gấp. Anh (chị ) thiện chí LH em.",5600000000,5600.0,89,62921348.31460674,Hà Nội,Huyện Hoài Đức,Xã An Khánh,Lê Trọng Tấn,21.00323,105.73269,,1010,1765085651000,,2025-12-07T06:28:25.441410+00:00
129527308,CHÍNH CHỦ BÁN GẤP – TT KIM LIÊN – 100M2 – FULL NỘI THẤT – Ô TÔ ĐỖ CT,"CHÍNH CHỦ BÁN GẤP – TẬP THỂ KIM LIÊN – 100M2 – FULL NỘI THẤT – Ô TÔ ĐỖ CHÂN CẦU THANG
Căn hộ tập thể Kim Liên hiếm bán, diện tích sử dụng lên tới 100m², thiết kế cực hợp lý:
	•	4 phòng ngủ rộng,
	•	2 vệ sinh sạch đẹp,
	•	Phòng khách – bếp đầy đủ công năng,
	•	Hai mặt thoáng trước sau, ánh sáng tự nhiên tràn ngập.
	•	Full nội thất mới, khách mua chỉ việc xách vali về ở.
	•	Ô tô đỗ ngay chân cầu thang, di chuyển cực tiện.

⭐ Tiện ích xung quanh:
	•	Gần chợ Kim Liên, chợ Nam Đồng, trường học các cấp, hồ Xã Đàn, công viên Thống Nhất.
	•	Bao quanh bởi hệ thống siêu thị, hiệu thuốc, cửa hàng tiện lợi, trung tâm thể dục, sống cực tiện.

⭐ Kết nối giao thông cực dễ:
	•	Gần các trục phố lớn: Phạm Ngọc Thạch – Xã Đàn – Lương Định Của – Đại Cồ Việt – Phạm Văn Đồng – Giải Phóng.
	•	Đi lại nhanh chóng ra khu trung tâm Đống Đa – Hai Bà Trưng – Hoàn Kiếm.
	•	Khu vực dân trí cao, an ninh tốt, rất đáng sống.
Liên hệ : Hoàng Anh - chính chủ thiện chí bán - ***",5150000000,5150.0,75,68666666.66666667,Hà Nội,Quận Đống Đa,Phường Kim Liên,Phố Lương Định Của,21.006805,105.835266,,1010,1765078270000,,2025-12-07T06:28:25.441410+00:00
